Div,Date,Time,HomeTeam,AwayTeam,HG,AG,FTR,AvgH,AvgD,AvgA,AvgO,AvgU,x,y,isOver
EN1,13/08/2022,15:00,Southampton,Leeds,2,2,D,2.32,3.51,3.1,1.73,2.13,-0.0010773538748701527,-0.006980426592228829,Over
EN1,13/08/2022,15:00,Wolves,Fulham,0,0,D,2.4,3.28,3.15,2.11,1.75,0.023506882261440935,0.009325588105133705,Under
EN1,13/08/2022,17:30,Brentford,Man United,4,0,H,3.77,3.56,2.02,1.82,2.02,0.006269261803457574,-0.026555020282348275,Over
EN1,14/08/2022,14:00,Nott'm Forest,West Ham,1,0,H,4.21,3.64,1.9,1.9,1.93,0.010100546794958096,-0.028251093414607097,Under
EN1,14/08/2022,16:30,Chelsea,Tottenham,2,2,D,2.29,3.44,3.21,1.94,1.89,0.014237156134851039,0.004176304348929502,Over
EN1,15/08/2022,20:00,Liverpool,Crystal Palace,1,1,D,1.2,6.85,16.33,1.55,2.46,-0.04917825000658913,0.03476738548753671,Under
EN1,20/08/2022,12:30,Tottenham,Wolves,1,0,H,1.41,4.88,7.96,1.73,2.14,-0.02203206877369677,0.02563352570929867,Under
EN1,20/08/2022,15:00,Crystal Palace,Aston Villa,3,1,H,2.52,3.2,3,2.19,1.69,0.02656051304707394,0.009737759894928226,Over
EN1,20/08/2022,15:00,Everton,Nott'm Forest,1,1,D,1.97,3.48,4.05,2.06,1.78,0.0184755468575994,0.016498978557340473,Under
EN1,20/08/2022,15:00,Fulham,Brentford,3,2,H,2.46,3.42,2.92,1.93,1.9,0.014250141482989965,0.0000791826226159896,Over
EN1,20/08/2022,15:00,Leicester,Southampton,1,2,A,1.85,3.97,4.01,1.63,2.29,-0.014148554260664786,-0.00017313233803823618,Over
EN1,20/08/2022,17:30,Bournemouth,Arsenal,0,3,A,7.65,4.7,1.43,1.76,2.09,-0.008959819923322244,-0.05640537573162453,Over
EN1,21/08/2022,14:00,Leeds,Chelsea,3,0,H,5.93,4.43,1.55,1.68,2.21,-0.009870186821038454,-0.051284017375516966,Over
EN1,21/08/2022,14:00,West Ham,Brighton,0,2,A,2.32,3.41,3.14,1.96,1.85,0.016163185289965513,0.004684273604158863,Under
EN1,21/08/2022,16:30,Newcastle,Man City,3,3,D,8.67,5.11,1.37,1.65,2.26,-0.016565792901173694,-0.0614138804982867,Over
EN1,22/08/2022,20:00,Man United,Liverpool,2,1,H,5.22,4.38,1.6,1.5,2.58,-0.020778311310957993,-0.04708225042421149,Over
EN1,27/08/2022,12:30,Southampton,Man United,0,1,A,4.27,4.06,1.8,1.59,2.39,-0.013454615305962741,-0.039132818745820815,Under
EN1,27/08/2022,15:00,Brentford,Everton,1,1,D,2.06,3.47,3.77,2.04,1.8,0.018285127052006512,0.013733665831898945,Under
EN1,27/08/2022,15:00,Brighton,Leeds,1,0,H,1.91,3.73,4.04,1.82,2.01,0.002253562658027686,0.007592284086049259,Under
EN1,27/08/2022,15:00,Chelsea,Leicester,2,1,H,1.42,4.93,7.52,1.64,2.28,-0.027593880335689082,0.021353538566873467,Over
EN1,27/08/2022,15:00,Liverpool,Bournemouth,9,0,H,1.11,10.17,25.51,1.36,3.16,-0.06424696513572777,0.033086125809092926,Over
EN1,27/08/2022,15:00,Man City,Crystal Palace,4,2,H,1.19,7.56,15.25,1.45,2.77,-0.05599819897078932,0.03051812389540101,Over
EN1,27/08/2022,17:30,Arsenal,Fulham,2,1,H,1.32,5.77,9.44,1.49,2.62,-0.044171902760787043,0.022030747490804307,Over
EN1,28/08/2022,14:00,Aston Villa,West Ham,0,1,A,2.3,3.43,3.18,1.88,1.95,0.010423522794159847,0.0008821455583459651,Under
EN1,28/08/2022,14:00,Wolves,Newcastle,1,1,D,2.75,3.26,2.7,2.11,1.75,0.02413672601233589,0.0032548562318776065,Under
EN1,28/08/2022,16:30,Nott'm Forest,Tottenham,0,2,A,6.98,4.59,1.47,1.74,2.12,-0.008589540339373111,-0.05472371158803435,Under
EN1,30/08/2022,19:30,Crystal Palace,Brentford,1,1,D,2.1,3.42,3.72,2.09,1.77,0.020727146121790843,0.014528028373448498,Under
EN1,30/08/2022,19:30,Fulham,Brighton,2,1,H,3.21,3.35,2.33,2.01,1.83,0.019247764721214703,-0.008632406029116453,Over
EN1,30/08/2022,19:45,Southampton,Chelsea,2,1,H,5.22,4.16,1.65,1.75,2.11,-0.0035791686903192755,-0.0447340791181177,Over
EN1,30/08/2022,20:00,Leeds,Everton,1,1,D,2.14,3.57,3.46,1.84,1.99,0.006167951845477686,0.002581213350273956,Under
EN1,31/08/2022,19:30,Arsenal,Aston Villa,2,1,H,1.47,4.63,7,1.75,2.11,-0.01694418217822362,0.022671970489694906,Over
EN1,31/08/2022,19:30,Bournemouth,Wolves,0,0,D,3.53,3.38,2.16,2.11,1.75,0.022793717724665728,-0.008595507115215695,Under
EN1,31/08/2022,19:30,Man City,Nott'm Forest,6,0,H,1.08,12.84,30.99,1.24,4.07,-0.06971097151600296,0.02921044576453894,Over
EN1,31/08/2022,19:45,West Ham,Tottenham,1,1,D,3.63,3.74,2.01,1.75,2.1,0.0006275265634902833,-0.027800021961308364,Under
EN1,31/08/2022,20:00,Liverpool,Newcastle,2,1,H,1.31,5.81,9.58,1.49,2.61,-0.044375648068334335,0.02258297759235641,Over
EN1,01/09/2022,20:00,Leicester,Man United,0,1,A,3.41,3.81,2.07,1.63,2.3,-0.009100812847693974,-0.028457932831135728,Under
EN1,03/09/2022,12:30,Everton,Liverpool,0,0,D,7.77,5.06,1.4,1.58,2.4,-0.01941221799242973,-0.05992440796549292,Under
EN1,03/09/2022,15:00,Brentford,Leeds,5,2,H,2.17,3.59,3.33,1.75,2.1,-0.0004978386896771428,-0.002846860988509324,Over
EN1,03/09/2022,15:00,Chelsea,West Ham,2,1,H,1.55,4.38,6.03,1.74,2.12,-0.013548167909513045,0.01782657476641864,Over
EN1,03/09/2022,15:00,Newcastle,Crystal Palace,0,0,D,2.05,3.48,3.8,2.05,1.79,0.018641580961601397,0.014345576734134335,Under
EN1,03/09/2022,15:00,Nott'm Forest,Bournemouth,2,3,A,2.02,3.47,3.89,2.1,1.75,0.02055375158204522,0.01650482982068505,Over
EN1,03/09/2022,15:00,Tottenham,Fulham,2,1,H,1.49,4.62,6.54,1.62,2.32,-0.02511647223847003,0.01580708285193399,Over
EN1,03/09/2022,15:00,Wolves,Southampton,1,0,H,2.24,3.4,3.33,2.02,1.81,0.01883867771459963,0.008973341755982599,Under
EN1,03/09/2022,17:30,Aston Villa,Man City,1,1,D,8.75,5.63,1.34,1.52,2.54,-0.02486657842271049,-0.06171678873904399,Under
EN1,04/09/2022,14:00,Brighton,Leicester,5,2,H,1.87,3.6,4.43,1.97,1.86,0.012084984387684088,0.01610369999594361,Over
EN1,04/09/2022,16:30,Man United,Arsenal,3,1,H,2.61,3.55,2.67,1.7,2.18,-0.0029969473651114864,-0.013987445607118705,Over
EN1,16/09/2022,20:00,Aston Villa,Southampton,1,0,H,2.1,3.55,3.53,1.84,1.99,0.006125691037575638,0.0033724849831829945,Under
EN1,16/09/2022,20:00,Nott'm Forest,Fulham,2,3,A,2.81,3.4,2.57,1.88,1.94,0.011818928213128074,-0.008670598336016702,Over
EN1,17/09/2022,12:30,Wolves,Man City,0,3,A,9.25,5.47,1.34,1.58,2.39,-0.021287731040878395,-0.06290976580399782,Over
EN1,17/09/2022,15:00,Newcastle,Bournemouth,1,1,D,1.47,4.47,7.39,1.82,2.01,-0.011606593405488015,0.02583311952970851,Under
EN1,17/09/2022,17:30,Tottenham,Leicester,6,2,H,1.49,4.59,6.7,1.59,2.39,-0.0274709096872983,0.01480224974872027,Over
EN1,18/09/2022,12:00,Brentford,Arsenal,0,3,A,4.3,3.91,1.81,1.68,2.21,-0.005791833130538348,-0.03821589871697326,Over
EN1,18/09/2022,14:15,Everton,West Ham,1,0,H,2.95,3.31,2.5,2.03,1.8,0.020825998862931114,-0.0033592610120879054,Under
EN1,01/10/2022,12:30,Arsenal,Tottenham,3,1,H,2.08,3.7,3.48,1.71,2.16,-0.004816502799177194,-0.0026438682619108274,Over
EN1,01/10/2022,15:00,Bournemouth,Brentford,0,0,D,3.36,3.44,2.21,1.99,1.84,0.01776157890228275,-0.011980605798557814,Under
EN1,01/10/2022,15:00,Crystal Palace,Chelsea,1,2,A,4.29,3.57,1.9,2.04,1.79,0.017333631609893863,-0.021699243551733277,Over
EN1,01/10/2022,15:00,Fulham,Newcastle,1,4,A,3.04,3.46,2.37,1.88,1.94,0.011590631345998898,-0.012644206671904005,Over
EN1,01/10/2022,15:00,Liverpool,Brighton,3,3,D,1.37,5.33,8.25,1.56,2.46,-0.03670330294173514,0.02106629499650397,Over
EN1,01/10/2022,15:00,Southampton,Everton,1,2,A,2.19,3.41,3.44,2,1.83,0.01747692741771395,0.00920567915737913,Over
EN1,01/10/2022,17:30,West Ham,Wolves,2,0,H,1.96,3.48,4.12,2.16,1.71,0.021909216974554307,0.0192841140402209,Under
EN1,02/10/2022,14:00,Man City,Man United,6,3,H,1.35,5.7,8,1.44,2.79,-0.04486024174287122,0.014909206285136027,Over
EN1,02/10/2022,16:30,Leeds,Aston Villa,0,0,D,2.36,3.46,3.03,1.82,2.01,0.006378715916702881,-0.003518830201668156,Under
EN1,03/10/2022,20:00,Leicester,Nott'm Forest,4,0,H,1.76,4.05,4.41,1.67,2.22,-0.012499400611764336,0.0047398757402647195,Over
EN1,08/10/2022,15:00,Bournemouth,Leicester,2,1,H,3.53,3.63,2.09,1.84,1.99,0.007564827980246599,-0.02234604166719254,Over
EN1,08/10/2022,15:00,Chelsea,Wolves,3,0,H,1.4,4.82,8.5,1.84,1.99,-0.015459717700081355,0.029638378975017383,Over
EN1,08/10/2022,15:00,Man City,Southampton,4,0,H,1.12,10.3,21.15,1.25,3.9,-0.06909666464509143,0.0259228784290335,Over
EN1,08/10/2022,15:00,Newcastle,Brentford,5,1,H,1.8,3.92,4.38,1.77,2.08,-0.003944866354905847,0.008416093482674988,Over
EN1,08/10/2022,17:30,Brighton,Tottenham,0,1,A,2.76,3.47,2.58,1.86,1.98,0.009610172168841385,-0.009224361969704154,Under
EN1,09/10/2022,14:00,Crystal Palace,Leeds,2,1,H,2.07,3.62,3.57,1.85,1.99,0.005982459482061083,0.004440603833274187,Over
EN1,09/10/2022,14:00,West Ham,Fulham,3,1,H,1.78,3.9,4.56,1.8,2.04,-0.0019086815446160135,0.010862829437964005,Over
EN1,09/10/2022,16:30,Arsenal,Liverpool,3,2,H,2.58,3.72,2.62,1.6,2.38,-0.01253270646016462,-0.017019918968391685,Over
EN1,09/10/2022,19:00,Everton,Man United,1,2,A,3.56,3.58,2.09,1.85,1.99,0.008246494348945782,-0.022404639600620623,Over
EN1,10/10/2022,20:00,Nott'm Forest,Aston Villa,1,1,D,3.35,3.49,2.19,2.01,1.83,0.018369805992797805,-0.011039429163459602,Under
EN1,14/10/2022,20:00,Brentford,Brighton,2,0,H,3.21,3.44,2.3,1.93,1.89,0.014721152727414791,-0.012637575230332262,Under
EN1,15/10/2022,12:30,Leicester,Crystal Palace,0,0,D,2.31,3.49,3.12,1.85,1.98,0.008108618962753496,-0.0009170346257754928,Under
EN1,15/10/2022,15:00,Fulham,Bournemouth,2,2,D,1.89,3.72,4.13,1.9,1.92,0.00775097807218892,0.012057951233379062,Over
EN1,15/10/2022,15:00,Wolves,Nott'm Forest,1,0,H,1.72,3.81,5.13,2.02,1.82,0.011139833313211682,0.02202612179202205,Under
EN1,15/10/2022,17:30,Tottenham,Everton,2,0,H,1.49,4.56,6.81,1.76,2.08,-0.014937814567084281,0.022271843224670514,Under
EN1,16/10/2022,14:00,Aston Villa,Chelsea,0,2,A,4.54,3.69,1.82,1.98,1.83,0.01353173991467774,-0.02758695202708373,Under
EN1,16/10/2022,14:00,Leeds,Arsenal,0,1,A,5.83,4.41,1.56,1.62,2.31,-0.013184512687889918,-0.05167625034391081,Under
EN1,16/10/2022,14:00,Man United,Newcastle,0,0,D,2,3.78,3.65,1.7,2.18,-0.0066755153919136065,-0.0011554110213793092,Under
EN1,16/10/2022,14:00,Southampton,West Ham,1,1,D,2.96,3.42,2.44,1.93,1.9,0.014742195928307156,-0.008856525786184174,Under
EN1,16/10/2022,16:30,Liverpool,Man City,1,0,H,3.74,4.06,1.91,1.46,2.7,-0.023013382091614774,-0.03304748037427172,Under
EN1,18/10/2022,19:30,Brighton,Nott'm Forest,0,0,D,1.4,4.91,8.19,1.76,2.09,-0.020519320230396605,0.02718976290921044,Under
EN1,18/10/2022,20:15,Crystal Palace,Wolves,2,1,H,2.29,3.19,3.46,2.43,1.57,0.02900743389140956,0.01729717234112366,Over
EN1,19/10/2022,19:30,Bournemouth,Southampton,0,1,A,2.72,3.33,2.69,2.05,1.78,0.02169225711483494,0.0014078869511356556,Under
EN1,19/10/2022,19:30,Brentford,Chelsea,0,0,D,4.79,3.92,1.74,1.84,1.99,0.003957400886967244,-0.03744413088609904,Under
EN1,19/10/2022,19:30,Liverpool,West Ham,1,0,H,1.44,5.01,6.96,1.52,2.54,-0.03509956855066569,0.01400479715732836,Under
EN1,19/10/2022,19:30,Newcastle,Everton,1,0,H,1.64,4.05,5.46,1.88,1.94,0.00040128875298296355,0.019797405344198948,Under
EN1,19/10/2022,20:15,Man United,Tottenham,2,0,H,2.45,3.57,2.86,1.73,2.13,-0.0009999690417269906,-0.009693729808208346,Under
EN1,20/10/2022,19:30,Fulham,Aston Villa,3,0,H,2.88,3.42,2.51,1.94,1.88,0.01554698925823331,-0.0067836730517271395,Over
EN1,20/10/2022,20:15,Leicester,Leeds,2,0,H,2.32,3.58,3.03,1.72,2.14,-0.002106208520084368,-0.007569665837813031,Under
EN1,22/10/2022,12:30,Nott'm Forest,Liverpool,1,0,H,11.31,6.19,1.26,1.5,2.61,-0.027308889541306697,-0.06449421472558056,Under
EN1,22/10/2022,15:00,Everton,Crystal Palace,3,0,H,2.58,3.18,2.96,2.22,1.67,0.02740572415940663,0.0097063669090511,Over
EN1,22/10/2022,15:00,Man City,Brighton,3,1,H,1.21,6.94,14.36,1.47,2.68,-0.05298003158117968,0.030761529609679945,Over
EN1,22/10/2022,17:30,Chelsea,Man United,1,1,D,2.14,3.51,3.5,1.87,1.96,0.008564882996068725,0.004108989432873623,Under
EN1,23/10/2022,14:00,Aston Villa,Brentford,4,0,H,2.14,3.5,3.49,1.9,1.92,0.01089596736554871,0.0056759774430596675,Over
EN1,23/10/2022,14:00,Leeds,Fulham,2,3,A,2.06,3.62,3.59,1.73,2.13,-0.002878564536143889,-0.0011426897046721734,Over
EN1,23/10/2022,14:00,Southampton,Arsenal,1,1,D,5.78,4.27,1.58,1.67,2.22,-0.009338239375895334,-0.050736725899612804,Under
EN1,23/10/2022,14:00,Wolves,Leicester,0,4,A,2.3,3.38,3.24,1.95,1.88,0.015153108220282048,0.004552867167929634,Over
EN1,23/10/2022,16:30,Tottenham,Newcastle,1,2,A,2.09,3.58,3.53,1.87,1.96,0.007977071815298895,0.005043716216269908,Over
EN1,24/10/2022,20:00,West Ham,Bournemouth,2,0,H,1.55,4.16,6.2,1.93,1.89,0.0005994797960435805,0.02467500322193749,Under
EN1,29/10/2022,12:30,Leicester,Man City,0,1,A,9.66,6.09,1.29,1.44,2.75,-0.029960595802771876,-0.06238945097288932,Under
EN1,29/10/2022,15:00,Bournemouth,Tottenham,2,3,A,5.1,3.91,1.69,1.9,1.91,0.006867911774068054,-0.03724920175231802,Over
EN1,29/10/2022,15:00,Brentford,Wolves,1,1,D,2.2,3.46,3.33,1.96,1.86,0.01526134093255798,0.00700950799633493,Under
EN1,29/10/2022,15:00,Brighton,Chelsea,4,1,H,3.03,3.34,2.41,2.04,1.78,0.02131376054053946,-0.004118954513642118,Over
EN1,29/10/2022,15:00,Crystal Palace,Southampton,1,0,H,1.95,3.57,4.03,2.03,1.8,0.016601683648970945,0.015887781965134285,Under
EN1,29/10/2022,15:00,Newcastle,Aston Villa,4,0,H,1.83,3.73,4.41,1.91,1.9,0.007849107502618337,0.01451634228175221,Over
EN1,29/10/2022,17:30,Fulham,Everton,0,0,D,2.36,3.43,3.07,1.84,1.97,0.008376142439552016,-0.002101462104695489,Under
EN1,29/10/2022,19:45,Liverpool,Leeds,1,2,A,1.3,6.07,9.16,1.35,3.13,-0.051805567711828954,0.013894184953194182,Over
EN1,30/10/2022,14:00,Arsenal,Nott'm Forest,5,0,H,1.2,6.96,14.82,1.5,2.57,-0.051413367954562354,0.032358588446562565,Over
EN1,30/10/2022,16:15,Man United,West Ham,1,0,H,1.7,4.02,4.85,1.81,2.01,-0.0024456897935954958,0.013965512862551514,Under
EN1,05/11/2022,15:00,Leeds,Bournemouth,4,3,H,1.74,3.93,4.73,1.79,2.05,-0.003232249058277651,0.011697045189485946,Over
EN1,05/11/2022,15:00,Man City,Fulham,2,1,H,1.13,9.74,19.8,1.27,3.79,-0.06807283327756704,0.025775479320676743,Over
EN1,05/11/2022,15:00,Nott'm Forest,Brentford,2,2,D,2.78,3.39,2.59,1.99,1.84,0.01837614818722903,-0.002679716296450485,Over
EN1,05/11/2022,15:00,Wolves,Brighton,2,3,A,3.39,3.33,2.24,2.1,1.75,0.0230449869249233,-0.006894322749838963,Over
EN1,05/11/2022,17:30,Everton,Leicester,0,2,A,2.43,3.33,3.03,2.02,1.81,0.01977792799599064,0.005195740940025861,Under
EN1,06/11/2022,12:00,Chelsea,Arsenal,0,1,A,2.64,3.42,2.7,1.89,1.94,0.011989568904646744,-0.005404681060132614,Under
EN1,06/11/2022,14:00,Aston Villa,Man United,3,1,H,3.39,3.54,2.15,1.88,1.94,0.010977071825456054,-0.018193836283492543,Over
EN1,06/11/2022,14:00,Southampton,Newcastle,1,4,A,4.02,3.66,1.92,1.9,1.92,0.010568421114700117,-0.0258832591201528,Over
EN1,06/11/2022,14:00,West Ham,Crystal Palace,1,2,A,1.94,3.49,4.18,2.1,1.75,0.019696656575801937,0.018389448772309993,Over
EN1,06/11/2022,16:30,Tottenham,Liverpool,1,2,A,3.28,3.67,2.16,1.68,2.19,-0.003928181272745652,-0.025198472910893874,Over
EN1,12/11/2022,12:30,Man City,Brentford,1,2,A,1.14,8.92,19.14,1.34,3.24,-0.06401120060836558,0.029537427516661757,Over
EN1,12/11/2022,15:00,Bournemouth,Everton,3,0,H,2.86,3.25,2.6,2.15,1.72,0.025541192724743377,0.003011235200992796,Over
EN1,12/11/2022,15:00,Liverpool,Southampton,3,1,H,1.25,6.52,11.38,1.41,2.91,-0.05315370571699408,0.02295279697749833,Over
EN1,12/11/2022,15:00,Nott'm Forest,Crystal Palace,1,0,H,3.12,3.24,2.43,2.18,1.69,0.02637065029975183,0.0004123854169522811,Under
EN1,12/11/2022,15:00,Tottenham,Leeds,4,3,H,1.64,4.26,5.04,1.61,2.33,-0.020012123293858538,0.006748787655727544,Over
EN1,12/11/2022,15:00,West Ham,Leicester,0,2,A,2.09,3.51,3.6,1.93,1.89,0.012506383781297816,0.008265482625016876,Under
EN1,12/11/2022,17:30,Newcastle,Chelsea,1,0,H,2.33,3.44,3.11,1.93,1.9,0.013785038220727453,0.0027019610785880234,Under
EN1,12/11/2022,19:45,Wolves,Arsenal,0,2,A,6.15,4.26,1.55,1.78,2.05,-0.003428507488538365,-0.04965617102427963,Under
EN1,13/11/2022,14:00,Brighton,Aston Villa,1,2,A,1.86,3.71,4.21,1.91,1.91,0.00825229615284987,0.013170514076985966,Over
EN1,13/11/2022,16:30,Fulham,Man United,1,2,A,3.91,3.88,1.89,1.63,2.28,-0.008851899023187866,-0.03476019962809182,Over
EN1,26/12/2022,12:30,Brentford,Tottenham,2,2,D,3.85,3.74,1.95,1.8,2.01,0.004545138534300523,-0.028223718571262355,Over
EN1,26/12/2022,15:00,Crystal Palace,Fulham,0,3,A,2.07,3.55,3.58,1.97,1.85,0.014679181669421906,0.010332527441466935,Over
EN1,26/12/2022,15:00,Everton,Wolves,1,2,A,2.35,3.25,3.24,2.2,1.68,0.026256912340417635,0.01282926738865457,Over
EN1,26/12/2022,15:00,Leicester,Newcastle,0,3,A,3.24,3.54,2.21,1.83,2,0.007629886537582884,-0.018566830584217615,Over
EN1,26/12/2022,15:00,Southampton,Brighton,1,3,A,3.4,3.51,2.15,1.89,1.89,0.012582990798216448,-0.017114654584884953,Over
EN1,26/12/2022,17:30,Aston Villa,Liverpool,1,3,A,4.51,4.04,1.75,1.65,2.27,-0.008930168500859594,-0.041004330221272166,Over
EN1,26/12/2022,20:00,Arsenal,West Ham,3,1,H,1.51,4.39,6.52,1.77,2.07,-0.012368567766445432,0.02121609160681012,Over
EN1,27/12/2022,17:30,Chelsea,Bournemouth,2,0,H,1.32,5.46,9.72,1.66,2.23,-0.032472240235437266,0.02886500969085241,Under
EN1,27/12/2022,20:00,Man United,Nott'm Forest,3,0,H,1.31,5.51,10.4,1.64,2.27,-0.034852789293375507,0.029670556157883474,Over
EN1,28/12/2022,20:00,Leeds,Man City,1,3,A,9.46,5.99,1.3,1.43,2.83,-0.03070121386051282,-0.06201922219110912,Over
EN1,30/12/2022,19:45,West Ham,Brentford,0,2,A,2.06,3.59,3.64,1.93,1.89,0.011854078961879191,0.008980156611833792,Under
EN1,30/12/2022,20:00,Liverpool,Leicester,2,1,H,1.3,6.03,9.64,1.44,2.8,-0.04835026569959295,0.02005129975601217,Over
EN1,31/12/2022,12:30,Wolves,Man United,0,1,A,4.09,3.64,1.92,1.97,1.86,0.01414295080610636,-0.023227810118579696,Under
EN1,31/12/2022,15:00,Bournemouth,Crystal Palace,0,2,A,2.91,3.27,2.55,2.13,1.73,0.024878667082974943,0.0015234590969563843,Under
EN1,31/12/2022,15:00,Fulham,Southampton,2,1,H,2.02,3.57,3.77,1.74,2.11,-0.001964948755838747,0.0006186439281544591,Over
EN1,31/12/2022,15:00,Man City,Everton,1,1,D,1.14,8.61,21.51,1.38,3.04,-0.061731860231078475,0.032885258802830435,Under
EN1,31/12/2022,15:00,Newcastle,Leeds,0,0,D,1.47,4.73,6.73,1.64,2.29,-0.024997806296158286,0.017738094648924858,Under
EN1,31/12/2022,17:30,Brighton,Arsenal,2,4,A,3.46,3.56,2.12,1.84,2,0.007818385041666013,-0.021481310723107046,Over
EN1,01/01/2023,14:00,Tottenham,Aston Villa,0,2,A,1.68,4.06,4.94,1.77,2.06,-0.005878098937039302,0.01286347156829896,Under
EN1,01/01/2023,16:30,Nott'm Forest,Chelsea,1,1,D,5.21,3.88,1.69,1.96,1.85,0.009618885635608223,-0.035196285438787604,Under
EN1,02/01/2023,17:30,Brentford,Liverpool,3,1,H,5.65,4.52,1.56,1.6,2.37,-0.015326458576363307,-0.050428509562859526,Over
EN1,03/01/2023,19:45,Arsenal,Newcastle,0,0,D,1.82,3.83,4.39,1.8,2.04,-0.0009547318744211236,0.009460345282830952,Under
EN1,03/01/2023,19:45,Everton,Brighton,1,4,A,3.56,3.46,2.13,1.99,1.84,0.017324528752180376,-0.01487282057614648,Over
EN1,03/01/2023,19:45,Leicester,Fulham,0,1,A,2.23,3.63,3.16,1.74,2.11,-0.001120076939326453,-0.00475432536930137,Under
EN1,03/01/2023,20:00,Man United,Bournemouth,3,0,H,1.29,5.94,10.56,1.54,2.48,-0.043074993308640654,0.027013361015111877,Over
EN1,04/01/2023,19:30,Southampton,Nott'm Forest,0,1,A,2.03,3.46,3.82,2.02,1.8,0.017522267463660993,0.01369956001533883,Under
EN1,04/01/2023,19:45,Leeds,West Ham,2,2,D,2.62,3.52,2.65,1.79,2.04,0.004607261600770667,-0.010088057772587889,Over
EN1,04/01/2023,20:00,Aston Villa,Wolves,1,1,D,1.99,3.57,3.86,2.05,1.78,0.01798728766918538,0.015467156328411159,Under
EN1,04/01/2023,20:00,Crystal Palace,Tottenham,0,4,A,3.34,3.48,2.19,1.88,1.93,0.011570963872542743,-0.017200107684036278,Over
EN1,05/01/2023,20:00,Chelsea,Man City,0,1,A,5.17,4.03,1.66,1.79,2.04,-0.000030430313053576255,-0.0428036413538882,Under
EN1,12/01/2023,20:00,Fulham,Chelsea,2,1,H,3.36,3.54,2.18,1.82,2.01,0.006912131561973196,-0.020717996927070464,Over
EN1,13/01/2023,20:00,Aston Villa,Leeds,2,1,H,1.94,3.63,4.02,1.79,2.06,0.0004899946191457286,0.005164021307277409,Over
EN1,14/01/2023,12:30,Man United,Man City,2,1,H,4.21,3.9,1.84,1.7,2.19,-0.004552993691246679,-0.03676642365493488,Over
EN1,14/01/2023,15:00,Brighton,Liverpool,3,0,H,3.31,3.76,2.12,1.58,2.4,-0.012774901299353391,-0.027941244315211465,Over
EN1,14/01/2023,15:00,Everton,Southampton,1,2,A,2.25,3.39,3.32,2.1,1.76,0.022179901951413287,0.011569967412346468,Over
EN1,14/01/2023,15:00,Nott'm Forest,Leicester,2,0,H,2.72,3.4,2.65,1.99,1.85,0.018091416230355272,-0.001758771751673477,Under
EN1,14/01/2023,15:00,Wolves,West Ham,1,0,H,2.7,3.27,2.75,2.22,1.68,0.027170577202737228,0.007648577847633618,Under
EN1,14/01/2023,17:30,Brentford,Bournemouth,2,0,H,1.66,4.09,5.2,1.81,2.02,-0.00407456043630129,0.01586471276573036,Under
EN1,15/01/2023,14:00,Chelsea,Crystal Palace,1,0,H,1.66,3.93,5.47,1.98,1.85,0.007216718904473659,0.02270312106188474,Under
EN1,15/01/2023,14:00,Newcastle,Fulham,1,0,H,1.52,4.42,6.32,1.74,2.12,-0.014497257506638201,0.019265756578026788,Under
EN1,15/01/2023,16:30,Tottenham,Arsenal,0,2,A,3.24,3.63,2.18,1.79,2.04,0.004449679224813686,-0.020433941473561385,Under
EN1,18/01/2023,20:00,Crystal Palace,Man United,1,1,D,4.56,3.78,1.8,1.93,1.9,0.010107154546165661,-0.030835524323228745,Under
EN1,19/01/2023,20:00,Man City,Tottenham,4,2,H,1.37,5.41,8.06,1.53,2.51,-0.03832532580584151,0.019424561402132102,Over
EN1,21/01/2023,12:30,Liverpool,Chelsea,0,0,D,1.89,3.82,4.08,1.71,2.18,-0.007468665961859129,0.002563646370824357,Under
EN1,21/01/2023,15:00,Bournemouth,Nott'm Forest,1,1,D,2.76,3.18,2.76,2.28,1.65,0.028543549887185177,0.008391266959339151,Under
EN1,21/01/2023,15:00,Leicester,Brighton,2,2,D,3.51,3.65,2.08,1.83,2.01,0.006601600258465339,-0.02273569021490508,Over
EN1,21/01/2023,15:00,Southampton,Aston Villa,0,1,A,2.88,3.38,2.53,2.03,1.8,0.02053098025157532,-0.0022755278531479016,Under
EN1,21/01/2023,15:00,West Ham,Everton,2,0,H,1.8,3.68,4.76,2.08,1.77,0.015965149217670598,0.021464672201870955,Under
EN1,21/01/2023,17:30,Crystal Palace,Newcastle,0,0,D,4.4,3.58,1.88,2.14,1.73,0.02029103462222922,-0.018260512286237752,Under
EN1,22/01/2023,14:00,Leeds,Brentford,0,0,D,2.38,3.67,2.89,1.68,2.21,-0.005825334954959811,-0.01059145835910228,Under
EN1,22/01/2023,14:00,Man City,Wolves,3,0,H,1.2,7.38,14.81,1.49,2.62,-0.053222071024574054,0.03148904946568418,Over
EN1,22/01/2023,16:30,Arsenal,Man United,3,2,H,1.86,3.86,4.08,1.7,2.17,-0.007960236202456636,0.002904988701500693,Over
EN1,23/01/2023,20:00,Fulham,Tottenham,0,1,A,3.25,3.75,2.13,1.73,2.13,-0.0009592184733163111,-0.023299255502576235,Under
EN1,03/02/2023,20:00,Chelsea,Fulham,0,0,D,1.64,4.05,5.55,1.88,1.95,-0.00003657940012380754,0.020016984473459898,Under
EN1,04/02/2023,12:30,Everton,Arsenal,1,0,H,8.22,4.75,1.41,1.84,1.99,-0.006662242451565065,-0.05539736757825529,Under
