Div,Date,Time,HomeTeam,AwayTeam,HG,AG,FTR,AvgH,AvgD,AvgA,AvgO,AvgU,x,y,isOver
FR1,19/02/2023,14:00,Brest,Monaco,1,2,A,4.41,3.85,1.78,1.8,2.03,0.0027848440031992337,-0.03528502780219654,Over
FR1,19/02/2023,14:00,Lorient,Ajaccio,3,0,H,2.07,3.29,3.85,2.32,1.62,0.02683342426692032,0.019444665400290106,Over
FR1,19/02/2023,14:00,Rennes,Clermont,2,0,H,1.57,4.01,6.11,1.99,1.84,0.0053014581628378,0.0256255990646374,Under
FR1,19/02/2023,14:00,Troyes,Montpellier,0,1,A,2.79,3.32,2.57,1.9,1.93,0.013292436286307269,-0.007563028340697309,Under
FR1,19/02/2023,16:05,Lens,Nantes,3,1,H,1.52,4.26,6.49,1.92,1.91,-0.0017918577357852606,0.025451366802189266,Over
FR1,19/02/2023,19:45,Toulouse,Marseille,2,3,A,3.7,3.79,1.94,1.68,2.2,-0.00470669338293281,-0.0311588260804738,Over
FR1,24/02/2023,20:00,Lille,Brest,2,1,H,1.35,5.22,9.01,1.62,2.3,-0.03268836220598071,0.02585397663732624,Over
FR1,25/02/2023,16:00,Angers,Lyon,1,3,A,4.88,3.88,1.71,1.87,1.96,0.00565166025011265,-0.037033623634719445,Over
FR1,25/02/2023,20:00,Montpellier,Lens,1,1,D,4.4,3.64,1.83,1.99,1.84,0.014363475498799448,-0.025886961356171075,Under
FR1,26/02/2023,12:00,Lorient,Auxerre,0,1,A,2.1,3.48,3.51,1.9,1.92,0.01091603996679855,0.006214313599341295,Under
FR1,26/02/2023,14:00,Ajaccio,Troyes,2,1,H,2.24,3.17,3.49,2.38,1.59,0.028681504712750317,0.01734473342964886,Over
FR1,26/02/2023,14:00,Clermont,Strasbourg,1,1,D,2.57,3.18,2.9,2.2,1.68,0.027023004571920552,0.00908274018932341,Under
FR1,26/02/2023,14:00,Nantes,Rennes,0,1,A,3.44,3.36,2.18,2.09,1.76,0.02242322233388245,-0.00824007280338585,Under
FR1,26/02/2023,14:00,Reims,Toulouse,3,0,H,2.12,3.52,3.44,1.72,2.14,-0.0025573495805316124,-0.003233359363265517,Over
FR1,26/02/2023,16:05,Monaco,Nice,0,3,A,2.03,3.57,3.62,1.88,1.94,0.008704943715524967,0.00682028980670838,Over
FR1,26/02/2023,19:45,Marseille,Paris SG,0,3,A,2.74,3.69,2.44,1.59,2.36,-0.01187452478413628,-0.019748220512134672,Over
FR1,03/03/2023,20:00,Nice,Auxerre,1,1,D,1.65,3.76,5.77,2.1,1.75,0.013364908242114736,0.026087658981862088,Under
FR1,04/03/2023,16:00,Lens,Lille,1,1,D,2.39,3.39,2.99,1.96,1.86,0.016323614745277434,0.0029260891835621765,Under
FR1,04/03/2023,20:00,Paris SG,Nantes,4,2,H,1.31,5.66,9.3,1.54,2.48,-0.04048957880763738,0.02399068304037432,Over
FR1,05/03/2023,12:00,Troyes,Monaco,2,2,D,5.94,4.63,1.5,1.64,2.29,-0.013475793829054596,-0.05169557078708386,Over
FR1,05/03/2023,14:00,Montpellier,Angers,5,0,H,1.77,3.68,4.74,2.04,1.79,0.01437737434390564,0.02076399560477746,Over
FR1,05/03/2023,14:00,Reims,Ajaccio,1,0,H,1.61,3.86,5.99,2.11,1.74,0.012382410966032594,0.027166774472413523,Under
FR1,05/03/2023,14:00,Strasbourg,Brest,0,1,A,2,3.29,4.07,2.12,1.73,0.02184831770021016,0.01743211564110372,Under
FR1,05/03/2023,14:00,Toulouse,Clermont,0,1,A,1.79,3.78,4.41,1.83,2,0.0016222173198885146,0.011244880448072475,Under
FR1,05/03/2023,16:05,Lyon,Lorient,0,0,D,1.53,4.42,5.93,1.72,2.14,-0.0149050714441449,0.01699011327644491,Under
FR1,05/03/2023,19:45,Rennes,Marseille,0,1,A,2.77,3.52,2.49,1.85,1.99,0.008722627693958799,-0.0102050104253578,Under
FR1,10/03/2023,20:00,Lille,Lyon,3,3,D,1.92,3.76,3.88,1.68,2.2,-0.008317005301517202,0.000050249931036273745,Over
FR1,11/03/2023,16:00,Auxerre,Rennes,0,0,D,3.87,3.45,1.99,2.06,1.77,0.020024680401222555,-0.015446489451027143,Under
FR1,11/03/2023,20:00,Brest,Paris SG,1,2,A,6.87,4.88,1.42,1.59,2.34,-0.017195088696429536,-0.05660279563263462,Over
FR1,12/03/2023,12:00,Clermont,Lens,0,4,A,4.54,3.49,1.84,2.22,1.67,0.022553642062937553,-0.0160912075249341,Over
FR1,12/03/2023,14:00,Ajaccio,Montpellier,0,1,A,2.96,3.17,2.52,2.35,1.59,0.029679761394760123,0.007178283972823431,Under
FR1,12/03/2023,14:00,Angers,Toulouse,0,2,A,3.61,3.68,1.99,1.74,2.11,0.00040459892596903413,-0.02797647084098143,Under
FR1,12/03/2023,14:00,Lorient,Troyes,2,0,H,1.76,3.83,4.49,1.81,2,0.0001550494654658539,0.01143406407700355,Under
FR1,12/03/2023,14:00,Nantes,Nice,2,2,D,2.98,3.18,2.5,2.28,1.63,0.02877992662529303,0.005288628137689489,Over
FR1,12/03/2023,16:05,Monaco,Reims,0,1,A,1.82,3.8,4.18,1.73,2.12,-0.005294388056917285,0.005172783387797371,Under
FR1,12/03/2023,19:45,Marseille,Strasbourg,2,2,D,1.4,4.8,7.69,1.72,2.12,-0.0208820922991564,0.024846706014453494,Over
FR1,17/03/2023,20:00,Lyon,Nantes,1,1,D,1.6,4.14,5.54,1.73,2.13,-0.011186553917926612,0.014421272001048976,Under
FR1,18/03/2023,16:00,Toulouse,Lille,0,2,A,3.21,3.66,2.16,1.67,2.22,-0.004969057459012916,-0.024714728289987005,Under
FR1,18/03/2023,20:00,Lens,Angers,3,0,H,1.25,6.09,12.34,1.63,2.28,-0.039917979301995074,0.03262420151707553,Over
FR1,19/03/2023,12:00,Ajaccio,Monaco,0,2,A,5.27,3.7,1.7,2.09,1.75,0.01537769518154565,-0.02925124680337635,Under
FR1,19/03/2023,14:00,Montpellier,Clermont,2,1,H,1.87,3.52,4.32,2.16,1.71,0.0210493511591857,0.02080566744585608,Over
FR1,19/03/2023,14:00,Nice,Lorient,1,1,D,1.68,3.86,5.16,1.96,1.86,0.007643142360169966,0.0209123615288031,Under
FR1,19/03/2023,14:00,Strasbourg,Auxerre,2,0,H,2,3.39,3.95,2.13,1.72,0.02200811652984604,0.017573843302324317,Under
FR1,19/03/2023,14:00,Troyes,Brest,2,2,D,2.86,3.36,2.49,1.99,1.84,0.0185687116586551,-0.004198538841656251,Over
FR1,19/03/2023,16:05,Paris SG,Rennes,0,2,A,1.47,4.8,6.32,1.55,2.44,-0.03026909360476547,0.012658557901872076,Under
FR1,19/03/2023,19:45,Reims,Marseille,1,2,A,2.95,3.49,2.36,1.86,1.97,0.009926099942577638,-0.012612285236661244,Over
FR1,31/03/2023,20:00,Marseille,Montpellier,1,1,D,1.46,4.61,6.8,1.68,2.21,-0.021197847876178365,0.019573547768531332,Under
FR1,01/04/2023,16:00,Auxerre,Troyes,1,0,H,1.89,3.54,4.24,2.04,1.79,0.016737001711133452,0.01758809184656383,Under
FR1,01/04/2023,20:00,Rennes,Lens,0,1,A,2.57,3.38,2.75,1.94,1.88,0.015542804085358691,-0.0015499134574861087,Under
FR1,02/04/2023,12:00,Lille,Lorient,3,1,H,1.37,5.15,7.92,1.56,2.42,-0.03454461840449324,0.02026977405827553,Over
FR1,02/04/2023,14:00,Angers,Nice,1,1,D,6.23,3.88,1.58,2.13,1.73,0.012412606421972606,-0.03494535645097147,Under
FR1,02/04/2023,14:00,Brest,Toulouse,3,1,H,2.81,3.45,2.48,1.85,1.97,0.00963036311017867,-0.010529936125155,Over
FR1,02/04/2023,14:00,Clermont,Ajaccio,2,1,H,2.11,3.2,3.83,2.47,1.54,0.02848752644310125,0.019961656721170264,Over
FR1,02/04/2023,14:00,Nantes,Reims,0,3,A,3.05,3.3,2.39,2.07,1.76,0.022696051060978648,-0.003160468516729933,Over
FR1,02/04/2023,16:05,Monaco,Strasbourg,4,3,H,1.51,4.41,6.18,1.72,2.13,-0.015128506235955786,0.01822671320671628,Over
FR1,02/04/2023,19:45,Paris SG,Lyon,0,1,A,1.42,5.08,6.66,1.49,2.62,-0.03684146494339503,0.011733711599037723,Under
FR1,07/04/2023,20:00,Lens,Strasbourg,2,1,H,1.53,4.24,6.29,1.87,1.95,-0.003932421413397985,0.023456499320662228,Over
FR1,08/04/2023,16:00,Angers,Lille,1,0,H,7.92,4.93,1.39,1.68,2.18,-0.013500992858966604,-0.058845096035185014,Under
FR1,08/04/2023,20:00,Nice,Paris SG,0,2,A,3.84,3.97,1.87,1.67,2.21,-0.006403023947664788,-0.033045718954542676,Under
FR1,09/04/2023,12:00,Lyon,Rennes,3,1,H,2.17,3.49,3.31,1.88,1.93,0.01017374152116689,0.0036027507128205912,Over
FR1,09/04/2023,14:00,Ajaccio,Auxerre,0,3,A,2.83,2.92,2.82,2.8,1.44,0.029798788458582314,0.012889798567213976,Over
FR1,09/04/2023,14:00,Montpellier,Toulouse,1,2,A,2.06,3.69,3.39,1.77,2.05,0.0007077328769465295,0.0004090427798760664,Over
FR1,09/04/2023,14:00,Reims,Brest,1,1,D,1.62,4.05,5.33,1.79,2.03,-0.005163971801381893,0.01602202015630717,Under
FR1,09/04/2023,14:00,Troyes,Clermont,0,2,A,2.75,3.31,2.59,2.05,1.77,0.02199687287528853,0.0007162365354509583,Under
FR1,09/04/2023,16:05,Nantes,Monaco,2,2,D,3.79,3.69,1.94,1.82,1.99,0.00618727785870913,-0.026697077598075367,Over
FR1,09/04/2023,19:45,Lorient,Marseille,0,0,D,4.81,4.21,1.65,1.64,2.26,-0.010091974335724563,-0.04381295736302044,Under
FR1,14/04/2023,20:00,Toulouse,Lyon,1,2,A,3.39,3.79,2.05,1.6,2.35,-0.011102676281695928,-0.028802102717409513,Over
FR1,15/04/2023,16:00,Rennes,Reims,3,0,H,2.23,3.53,3.18,1.86,1.96,0.008603434568301076,0.0011535769244071328,Over
FR1,15/04/2023,20:00,Paris SG,Lens,3,1,H,1.69,4.23,4.57,1.57,2.4,-0.021556317296884665,0.002410527229380978,Over
FR1,16/04/2023,12:00,Lille,Montpellier,2,1,H,1.52,4.53,5.81,1.59,2.35,-0.024618103361761814,0.011365684416693791,Over
FR1,16/04/2023,14:00,Auxerre,Nantes,2,1,H,2.48,3.08,3.12,2.37,1.58,0.029626730841903193,0.013912305670611235,Over
FR1,16/04/2023,14:00,Brest,Nice,1,0,H,3.18,3.26,2.33,2.16,1.69,0.025846980950425327,-0.001252232629436295,Under
FR1,16/04/2023,14:00,Clermont,Angers,2,1,H,1.82,3.67,4.39,1.93,1.88,0.009569251093707709,0.015253620572282555,Over
FR1,16/04/2023,14:00,Strasbourg,Ajaccio,3,1,H,1.77,3.41,5.22,2.43,1.56,0.024333855069253098,0.025762804578558382,Over
FR1,16/04/2023,16:05,Monaco,Lorient,3,1,H,1.4,5.13,7.2,1.47,2.68,-0.03920042313369836,0.012810942411036357,Over
FR1,16/04/2023,19:45,Marseille,Troyes,3,1,H,1.21,6.88,13.13,1.47,2.66,-0.051970501745853645,0.029224360901713885,Over
FR1,21/04/2023,20:00,Angers,Paris SG,1,2,A,14.23,7.43,1.19,1.42,2.87,-0.03252542285489377,-0.06282253683657191,Over
FR1,22/04/2023,16:00,Auxerre,Lille,1,1,D,4.74,3.9,1.72,1.89,1.92,0.007261823895837425,-0.034455171085280616,Under
FR1,22/04/2023,20:00,Lens,Monaco,3,0,H,2.12,3.56,3.38,1.81,2.01,0.004485414546198242,0.001141184343033714,Over
FR1,23/04/2023,12:00,Reims,Strasbourg,0,2,A,1.94,3.66,3.81,1.9,1.9,0.009340451299697497,0.010185902190106334,Under
FR1,23/04/2023,14:00,Ajaccio,Brest,0,0,D,3.24,3.06,2.41,2.59,1.5,0.030373005700311952,0.0076624208599785255,Under
FR1,23/04/2023,14:00,Lorient,Toulouse,0,1,A,2.33,3.62,2.88,1.74,2.1,-0.0002810769860340977,-0.007238632364914141,Under
FR1,23/04/2023,14:00,Nantes,Troyes,2,2,D,1.65,3.96,5.23,1.85,1.97,-0.00024409645523362195,0.01754388708596696,Over
FR1,23/04/2023,14:00,Nice,Clermont,1,2,A,1.79,3.56,4.71,2.09,1.74,0.017608405754996077,0.02155889486461794,Over
FR1,23/04/2023,16:05,Montpellier,Rennes,1,0,H,3.16,3.44,2.26,1.92,1.89,0.014407579274200267,-0.012481671571420785,Under
FR1,23/04/2023,19:45,Lyon,Marseille,1,2,A,2.48,3.66,2.67,1.67,2.22,-0.005991648333297658,-0.013172458443567223,Over
FR1,28/04/2023,20:00,Strasbourg,Lyon,1,2,A,2.71,3.4,2.62,1.93,1.88,0.015186750611663108,-0.0043545495753182515,Over
FR1,29/04/2023,16:00,Lille,Ajaccio,3,0,H,1.21,6.43,15.43,1.68,2.19,-0.04074802792140144,0.03631769071015485,Over
FR1,30/04/2023,12:00,Monaco,Montpellier,0,4,A,1.5,4.64,5.92,1.58,2.38,-0.026495983875791357,0.011739163388208048,Over
FR1,30/04/2023,14:00,Clermont,Reims,1,0,H,3.05,3.43,2.32,1.96,1.85,0.01688102042675533,-0.00867090644310262,Under
FR1,30/04/2023,14:00,Rennes,Angers,4,2,H,1.3,5.41,10.32,1.74,2.1,-0.027984258309685674,0.03179701089356512,Over
FR1,30/04/2023,14:00,Troyes,Nice,0,1,A,4.57,3.88,1.74,1.81,2,0.00335314094276505,-0.036314305776466486,Under
FR1,30/04/2023,16:05,Paris SG,Lorient,1,3,A,1.19,7.9,12.99,1.29,3.63,-0.0626957005993142,0.018414433499797676,Over
FR1,30/04/2023,19:45,Marseille,Auxerre,2,1,H,1.31,5.51,9.71,1.68,2.19,-0.031356849119865735,0.029396162980136024,Over
FR1,02/05/2023,20:00,Toulouse,Lens,0,1,A,5.3,4.3,1.6,1.6,2.37,-0.014058147762357432,-0.04831152008613563,Under
FR1,03/05/2023,20:00,Brest,Nantes,2,0,H,2.23,3.4,3.25,1.98,1.84,0.01692115648278956,0.007087876149142007,Under
FR1,06/05/2023,16:00,Nice,Rennes,2,1,H,2.58,3.28,2.81,2.08,1.76,0.02300631836158462,0.004816479237743862,Over
FR1,06/05/2023,18:00,Reims,Lille,1,0,H,3.42,3.76,2.04,1.7,2.16,-0.002867195815585015,-0.02672578602376217,Under
FR1,06/05/2023,20:00,Lens,Marseille,2,1,H,2.33,3.52,2.99,1.85,1.97,0.008358443629534897,-0.0015773194731894368,Over
FR1,07/05/2023,12:00,Angers,Monaco,1,2,A,6.18,4.82,1.46,1.54,2.48,-0.020188090280297055,-0.05319318340352671,Over
FR1,07/05/2023,14:00,Ajaccio,Toulouse,0,0,D,3.43,3.37,2.17,2.14,1.72,0.02417548545600461,-0.00589257580704518,Under
FR1,07/05/2023,14:00,Auxerre,Clermont,1,1,D,2.38,3.26,3.08,2.2,1.68,0.026424774285690195,0.011939716276396277,Under
FR1,07/05/2023,14:00,Lorient,Brest,2,1,H,2.37,3.41,2.97,1.93,1.88,0.014589999905183153,0.0017892183192712702,Over
FR1,07/05/2023,14:00,Nantes,Strasbourg,0,2,A,2.78,3.34,2.56,2.01,1.81,0.019898520989322675,-0.0016920378288605219,Under
FR1,07/05/2023,16:05,Lyon,Montpellier,5,4,H,1.67,4.19,4.73,1.66,2.22,-0.014650400654283096,0.007362737411672061,Over
FR1,07/05/2023,19:45,Troyes,Paris SG,1,3,A,8.37,5.82,1.32,1.41,2.91,-0.03176458386537824,-0.05870216146998486,Over
FR1,12/05/2023,20:00,Lens,Reims,2,1,H,1.52,4.53,5.92,1.6,2.35,-0.02452679184772615,0.012046725456792593,Over
FR1,13/05/2023,16:00,Strasbourg,Nice,2,0,H,2.39,3.33,3.03,2.09,1.75,0.022876453051602873,0.00850493723048112,Under
FR1,13/05/2023,20:00,Paris SG,Ajaccio,5,0,H,1.11,9.7,24.11,1.42,2.86,-0.06109383486051987,0.03424212897967725,Over
FR1,14/05/2023,12:00,Clermont,Lyon,2,1,H,4.15,3.93,1.8,1.74,2.11,-0.0014033133774797337,-0.03474029564298586,Over
FR1,14/05/2023,14:00,Brest,Auxerre,1,0,H,2.12,3.29,3.64,2.19,1.68,0.024989803246903763,0.016438697109893728,Under
FR1,14/05/2023,14:00,Montpellier,Lorient,1,1,D,1.85,3.81,4.06,1.77,2.06,-0.0019101987859370165,0.006329064647966281,Under
FR1,14/05/2023,14:00,Rennes,Troyes,4,0,H,1.24,6.47,11.45,1.49,2.61,-0.048630204481363785,0.027103022529388957,Over
FR1,14/05/2023,14:00,Toulouse,Nantes,0,0,D,2.1,3.64,3.35,1.78,2.05,0.0016215380628331112,-0.00010545768868772069,Under
FR1,14/05/2023,16:05,Monaco,Lille,0,0,D,2.75,3.71,2.42,1.62,2.31,-0.009791906934547333,-0.01922000613902941,Under
FR1,14/05/2023,19:45,Marseille,Angers,3,1,H,1.19,7.25,14.35,1.47,2.67,-0.05364715350828243,0.03063601079974757,Over
FR1,19/05/2023,20:00,Lyon,Monaco,3,1,H,2.39,3.96,2.68,1.47,2.7,-0.024187015622113228,-0.016869778467854615,Over
FR1,20/05/2023,16:00,Nantes,Montpellier,0,3,A,2.17,3.53,3.3,1.88,1.93,0.009937232936033116,0.0036418349236073443,Over
FR1,20/05/2023,20:00,Lille,Marseille,2,1,H,2.44,3.62,2.76,1.71,2.15,-0.0025411026682089517,-0.01066481689892659,Over
FR1,21/05/2023,12:00,Ajaccio,Rennes,0,5,A,7.11,4.22,1.49,2.04,1.8,0.005279305064644646,-0.04392171297461966,Over
FR1,21/05/2023,14:00,Brest,Clermont,2,1,H,2.07,3.5,3.57,2.02,1.8,0.017777068060769396,0.012289956089520675,Over
FR1,21/05/2023,14:00,Nice,Toulouse,0,0,D,1.88,3.84,3.91,1.74,2.12,-0.004589661208685814,0.0036173865975767925,Under
FR1,21/05/2023,14:00,Reims,Angers,2,2,D,1.41,5,7.28,1.61,2.33,-0.029549170251108044,0.019614131489740342,Over
FR1,21/05/2023,14:00,Troyes,Strasbourg,1,1,D,5.53,4.3,1.58,1.72,2.13,-0.006076815090333311,-0.047669049481243855,Under
FR1,21/05/2023,16:05,Lorient,Lens,1,3,A,5.35,4.25,1.6,1.73,2.12,-0.005080401608929568,-0.04615550709064031,Over
FR1,21/05/2023,19:45,Auxerre,Paris SG,1,2,A,7.84,5.33,1.37,1.56,2.43,-0.021443155905132127,-0.0595239812796335,Over
FR1,27/05/2023,20:00,Angers,Troyes,2,1,H,2,3.72,3.54,1.71,2.15,-0.004905209320551808,-0.0011719082328448807,Over
FR1,27/05/2023,20:00,Clermont,Lorient,2,0,H,2.15,3.45,3.39,1.93,1.89,0.013299904569225574,0.006439767497164412,Under
FR1,27/05/2023,20:00,Lens,Ajaccio,3,0,H,1.13,8.5,22.72,1.6,2.35,-0.0521511080898672,0.037251257493644246,Over
FR1,27/05/2023,20:00,Lille,Nantes,2,1,H,1.44,4.71,6.87,1.67,2.21,-0.022414039119778857,0.01995631767956122,Over
FR1,27/05/2023,20:00,Lyon,Reims,3,0,H,1.6,4.41,5.03,1.52,2.51,-0.027222101893176524,0.0036972558279773876,Over
FR1,27/05/2023,20:00,Marseille,Brest,1,2,A,1.37,5.12,7.89,1.59,2.36,-0.03245119840097769,0.021375545699129035,Over
FR1,27/05/2023,20:00,Montpellier,Nice,2,3,A,2.45,3.49,2.83,1.78,2.05,0.0037520963359447515,-0.007441779254812277,Over
FR1,27/05/2023,20:00,Rennes,Monaco,2,0,H,2.09,3.77,3.28,1.56,2.4,-0.01603823827291366,-0.00912360965416859,Under
FR1,27/05/2023,20:00,Strasbourg,Paris SG,1,1,D,4.81,4.25,1.65,1.55,2.45,-0.0166571720424794,-0.044329010295836344,Under
FR1,27/05/2023,20:00,Toulouse,Auxerre,1,1,D,2.21,3.59,3.14,1.79,2.03,0.0033748769427017276,-0.002028967520566969,Under
FR1,03/06/2023,20:00,Ajaccio,Marseille,1,0,H,8.32,5.38,1.35,1.58,2.4,-0.020912086426030534,-0.06090284520118944,Under
FR1,03/06/2023,20:00,Auxerre,Lens,1,3,A,2.79,3.57,2.43,1.76,2.08,0.0023113567492322696,-0.014727410190467183,Over
FR1,03/06/2023,20:00,Brest,Rennes,1,2,A,5.59,4.37,1.56,1.65,2.26,-0.011065953024150192,-0.049785742488022665,Over
FR1,03/06/2023,20:00,Lorient,Strasbourg,2,1,H,2.96,3.56,2.32,1.72,2.14,-0.0006392131486820769,-0.01919668091293612,Over
FR1,03/06/2023,20:00,Monaco,Toulouse,1,2,A,1.46,5.04,6.09,1.45,2.74,-0.038001171716544525,0.00720006221115075,Over
FR1,03/06/2023,20:00,Nantes,Angers,1,0,H,1.36,5.28,7.95,1.57,2.41,-0.034889634298360735,0.020897759961283565,Under
FR1,03/06/2023,20:00,Nice,Lyon,3,1,H,2.36,3.92,2.72,1.47,2.66,-0.023374217707151118,-0.01640644105425021,Over
FR1,03/06/2023,20:00,Paris SG,Clermont,2,3,A,1.23,7.04,10.91,1.29,3.54,-0.059047474888408225,0.014666183935671364,Over
FR1,03/06/2023,20:00,Reims,Montpellier,1,3,A,2.03,3.93,3.31,1.48,2.66,-0.024320666518557497,-0.010702473677802768,Over
FR1,03/06/2023,20:00,Troyes,Lille,1,1,D,11.45,7.09,1.22,1.36,3.14,-0.036348028737035985,-0.06105802141771218,Under
DE1,13/08/2021,19:30,M'gladbach,Bayern Munich,1,1,D,4.54,4.32,1.7,1.4,2.96,-0.028689095981811925,-0.038950964342952234,Under
DE1,14/08/2021,14:30,Augsburg,Hoffenheim,0,4,A,3.19,3.68,2.17,1.62,2.33,-0.009500603722258793,-0.025748986670637682,Over
DE1,14/08/2021,14:30,Bielefeld,Freiburg,0,0,D,2.92,3.27,2.52,1.99,1.84,0.01890261243230625,-0.004910263979883291,Under
DE1,14/08/2021,14:30,Stuttgart,Greuther Furth,5,1,H,1.86,3.9,3.98,1.6,2.38,-0.016598115512563284,-0.0022518797092485133,Over
DE1,14/08/2021,14:30,Union Berlin,Leverkusen,1,1,D,2.79,3.36,2.57,1.87,1.96,0.01113114672489143,-0.009068414876911068,Under
DE1,14/08/2021,14:30,Wolfsburg,Bochum,1,0,H,1.57,4.37,5.63,1.6,2.38,-0.02337118760942424,0.009505191854130369,Under
DE1,14/08/2021,17:30,Dortmund,Ein Frankfurt,5,2,H,1.44,5.17,6.49,1.35,3.21,-0.04517190956261492,0.0031217726371603823,Over
DE1,15/08/2021,14:30,Mainz,RB Leipzig,1,0,H,8.07,5.44,1.35,1.54,2.5,-0.023251619895838255,-0.060136111115904445,Under
DE1,15/08/2021,16:30,FC Koln,Hertha,3,1,H,2.57,3.34,2.8,1.96,1.88,0.016483119319588273,-0.0006718477812437283,Over
DE1,20/08/2021,19:30,RB Leipzig,Stuttgart,4,0,H,1.42,4.98,7.24,1.52,2.54,-0.035383172400003327,0.015083499901044548,Over
DE1,21/08/2021,14:30,Bochum,Mainz,2,0,H,2.66,3.51,2.6,1.77,2.07,0.003116080968174121,-0.011867949695130041,Under
DE1,21/08/2021,14:30,Ein Frankfurt,Augsburg,0,0,D,1.61,4.38,5.1,1.56,2.44,-0.024769084013670745,0.005350475135681182,Under
DE1,21/08/2021,14:30,Freiburg,Dortmund,2,1,H,5.5,4.59,1.55,1.48,2.65,-0.0232848611168916,-0.04841916524893405,Over
DE1,21/08/2021,14:30,Greuther Furth,Bielefeld,1,1,D,2.57,3.39,2.77,1.99,1.84,0.018207692260611315,0.0009106135196100598,Under
DE1,21/08/2021,14:30,Hertha,Wolfsburg,1,2,A,3.06,3.44,2.33,1.83,2,0.008197773787705849,-0.015657930174758368,Over
DE1,21/08/2021,17:30,Leverkusen,M'gladbach,4,0,H,2.32,3.62,2.95,1.59,2.38,-0.012906583416568371,-0.012844036102468488,Over
DE1,22/08/2021,14:30,Hoffenheim,Union Berlin,2,2,D,2.06,3.58,3.58,1.76,2.08,-0.00003614476506674312,0.0002835702889826928,Over
DE1,22/08/2021,16:30,Bayern Munich,FC Koln,3,2,H,1.13,9.35,19.76,1.29,3.61,-0.06691567025942073,0.027232778942006347,Over
DE1,27/08/2021,19:30,Dortmund,Hoffenheim,3,2,H,1.44,5.23,6.51,1.32,3.44,-0.04727321571114429,0.0012895454301079792,Over
DE1,28/08/2021,14:30,Augsburg,Leverkusen,1,4,A,4.75,3.87,1.74,1.79,2.06,0.0011732337930074692,-0.039317612734422885,Over
DE1,28/08/2021,14:30,Bielefeld,Ein Frankfurt,1,1,D,3.41,3.63,2.11,1.8,2.03,0.005078471929128834,-0.02251272892156241,Under
DE1,28/08/2021,14:30,FC Koln,Bochum,2,1,H,1.88,3.73,4.11,1.76,2.1,-0.002795455757395693,0.005096391703400711,Over
DE1,28/08/2021,14:30,Mainz,Greuther Furth,3,0,H,1.71,3.97,4.9,1.72,2.16,-0.009525931845096482,0.00936185103841243,Over
DE1,28/08/2021,14:30,Stuttgart,Freiburg,2,3,A,2.23,3.53,3.22,1.74,2.13,-0.0010518555449369098,-0.004950768467688571,Over
DE1,28/08/2021,17:30,Bayern Munich,Hertha,5,0,H,1.18,7.96,14.67,1.26,3.84,-0.06455637380774808,0.019201236582330312,Over
DE1,29/08/2021,14:30,Union Berlin,M'gladbach,2,1,H,2.58,3.3,2.82,1.82,2.02,0.007445466516399103,-0.007721391057802477,Over
DE1,29/08/2021,16:30,Wolfsburg,RB Leipzig,1,0,H,3.46,3.55,2.11,1.78,2.06,0.003992687521858285,-0.024081567494863867,Under
DE1,11/09/2021,14:30,Freiburg,FC Koln,1,1,D,2.14,3.7,3.25,1.67,2.25,-0.008179299227297359,-0.006499259668114762,Under
DE1,11/09/2021,14:30,Greuther Furth,Wolfsburg,0,2,A,5.52,4.29,1.59,1.63,2.33,-0.012475716587080339,-0.04972324974776165,Under
DE1,11/09/2021,14:30,Hoffenheim,Mainz,0,2,A,2.03,3.8,3.46,1.61,2.34,-0.0136288654422741,-0.0061706905914711944,Under
DE1,11/09/2021,14:30,Leverkusen,Dortmund,3,4,A,3.11,3.84,2.17,1.41,2.91,-0.02679532492315773,-0.026053364515559074,Over
DE1,11/09/2021,14:30,Union Berlin,Augsburg,0,0,D,1.73,3.94,4.69,1.87,1.96,0.0023303292801039777,0.01519818468693979,Under
DE1,11/09/2021,17:30,RB Leipzig,Bayern Munich,1,4,A,2.99,3.87,2.22,1.46,2.74,-0.023465702650613963,-0.024792797202806215,Over
DE1,12/09/2021,14:30,Ein Frankfurt,Stuttgart,1,1,D,2.05,3.76,3.44,1.49,2.64,-0.022826531236469418,-0.010586773157274517,Under
DE1,12/09/2021,16:30,Bochum,Hertha,1,3,A,2.78,3.35,2.58,1.97,1.87,0.017247959631102497,-0.003929603830192786,Over
DE1,12/09/2021,18:30,M'gladbach,Bielefeld,3,1,H,1.46,4.68,6.86,1.66,2.26,-0.023597522235264224,0.018958405477715833,Over
DE1,17/09/2021,19:30,Hertha,Greuther Furth,2,1,H,1.81,3.75,4.51,1.83,2.01,0.0014362281737849796,0.01123232725520159,Over
DE1,18/09/2021,14:30,Augsburg,M'gladbach,1,0,H,4.1,3.9,1.84,1.59,2.41,-0.012956496995965973,-0.03739884546593803,Under
DE1,18/09/2021,14:30,Bayern Munich,Bochum,7,0,H,1.07,13.19,31.99,1.17,4.98,-0.07181035115756014,0.025490997279386945,Over
DE1,18/09/2021,14:30,Bielefeld,Hoffenheim,0,0,D,3.55,3.57,2.08,1.73,2.13,0.00014221553283802832,-0.027294878723547394,Under
DE1,18/09/2021,14:30,Mainz,Freiburg,0,0,D,2.07,3.58,3.53,1.84,2,0.005629563518633576,0.0036707111915935792,Under
